"player_id","player_name","team","position","age","performance_score","match_id","competition","match_date","home_team","away_team","score_home","score_away","match_result"
"1331","Lucas Perri","Leeds United FC","Goalkeeper","27","97","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"1331","Lucas Perri","Leeds United FC","Goalkeeper","27","97","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"5315","Alex Cairns","Leeds United FC","Goalkeeper","32","89.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"5315","Alex Cairns","Leeds United FC","Goalkeeper","32","89.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"7913","Karl Darlow","Leeds United FC","Goalkeeper","34","86.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"7913","Karl Darlow","Leeds United FC","Goalkeeper","34","86.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"74831","Illan Meslier","Leeds United FC","Goalkeeper","25","100","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"74831","Illan Meslier","Leeds United FC","Goalkeeper","25","100","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"204504","Darko Gyabi","Leeds United FC","Midfield","21","106","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"204504","Darko Gyabi","Leeds United FC","Midfield","21","106","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"265196","Sam Chambers","Leeds United FC","Midfield","18","110.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"265196","Sam Chambers","Leeds United FC","Midfield","18","110.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"180813","Wilfried Gnonto","Leeds United FC","Right Winger","21","106","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"180813","Wilfried Gnonto","Leeds United FC","Right Winger","21","106","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"157406","Sam Greenwood","Leeds United FC","Attacking Midfield","23","103","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"157406","Sam Greenwood","Leeds United FC","Attacking Midfield","23","103","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"136349","Largie Ramazani","Leeds United FC","Left Winger","24","101.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"136349","Largie Ramazani","Leeds United FC","Left Winger","24","101.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"122231","Isaac Schmidt","Leeds United FC","Left-Back","25","100","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"122231","Isaac Schmidt","Leeds United FC","Left-Back","25","100","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"113262","Brenden Aaronson","Leeds United FC","Attacking Midfield","24","101.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"113262","Brenden Aaronson","Leeds United FC","Attacking Midfield","24","101.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"75284","Ilia Gruev","Leeds United FC","Defensive Midfield","25","100","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"75284","Ilia Gruev","Leeds United FC","Defensive Midfield","25","100","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"74688","Jaka Bijol","Leeds United FC","Centre-Back","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"74688","Jaka Bijol","Leeds United FC","Centre-Back","26","98.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"67978","Joël Piroe","Leeds United FC","Attacking Midfield","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"67978","Joël Piroe","Leeds United FC","Attacking Midfield","26","98.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"65843","Anton Stach","Leeds United FC","Central Midfield","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"65843","Anton Stach","Leeds United FC","Central Midfield","26","98.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"49105","Ao Tanaka","Leeds United FC","Central Midfield","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"49105","Ao Tanaka","Leeds United FC","Central Midfield","26","98.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"31531","Gabriel Gudmundsson","Leeds United FC","Left-Back","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"31531","Gabriel Gudmundsson","Leeds United FC","Left-Back","26","98.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"16058","Noah Okafor","Leeds United FC","Left Winger","25","100","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"16058","Noah Okafor","Leeds United FC","Left Winger","25","100","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"8847","Sebastiaan Bornauw","Leeds United FC","Centre-Back","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"8847","Sebastiaan Bornauw","Leeds United FC","Centre-Back","26","98.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"8203","Sam Byram","Leeds United FC","Right-Back","31","91","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"8203","Sam Byram","Leeds United FC","Right-Back","31","91","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"7974","Daniel James","Leeds United FC","Right Winger","27","97","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"7974","Daniel James","Leeds United FC","Right Winger","27","97","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"7892","Lukas Nmecha","Leeds United FC","Centre-Forward","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"7892","Lukas Nmecha","Leeds United FC","Centre-Forward","26","98.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"7815","Ethan Ampadu","Leeds United FC","Defensive Midfield","24","101.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"7815","Ethan Ampadu","Leeds United FC","Defensive Midfield","24","101.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"5714","Joe Rodon","Leeds United FC","Centre-Back","27","97","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"5714","Joe Rodon","Leeds United FC","Centre-Back","27","97","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"4955","Sean Longstaff","Leeds United FC","Central Midfield","27","97","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"4955","Sean Longstaff","Leeds United FC","Central Midfield","27","97","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"4223","Patrick Bamford","Leeds United FC","Centre-Forward","31","91","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"4223","Patrick Bamford","Leeds United FC","Centre-Forward","31","91","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"4220","Jack Harrison","Leeds United FC","Right Winger","28","95.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"4220","Jack Harrison","Leeds United FC","Right Winger","28","95.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"4184","Jayden Bogle","Leeds United FC","Right-Back","25","100","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"4184","Jayden Bogle","Leeds United FC","Right-Back","25","100","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"4146","Pascal Struijk","Leeds United FC","Centre-Back","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"4146","Pascal Struijk","Leeds United FC","Centre-Back","26","98.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"1331","Lucas Perri","Leeds United FC","Goalkeeper","27","97","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"1331","Lucas Perri","Leeds United FC","Goalkeeper","27","97","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"5315","Alex Cairns","Leeds United FC","Goalkeeper","32","89.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"5315","Alex Cairns","Leeds United FC","Goalkeeper","32","89.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"7913","Karl Darlow","Leeds United FC","Goalkeeper","34","86.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"7913","Karl Darlow","Leeds United FC","Goalkeeper","34","86.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"74831","Illan Meslier","Leeds United FC","Goalkeeper","25","100","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"74831","Illan Meslier","Leeds United FC","Goalkeeper","25","100","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"204504","Darko Gyabi","Leeds United FC","Midfield","21","106","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"204504","Darko Gyabi","Leeds United FC","Midfield","21","106","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"265196","Sam Chambers","Leeds United FC","Midfield","18","110.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"265196","Sam Chambers","Leeds United FC","Midfield","18","110.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"180813","Wilfried Gnonto","Leeds United FC","Right Winger","21","106","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"180813","Wilfried Gnonto","Leeds United FC","Right Winger","21","106","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"157406","Sam Greenwood","Leeds United FC","Attacking Midfield","23","103","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"157406","Sam Greenwood","Leeds United FC","Attacking Midfield","23","103","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"136349","Largie Ramazani","Leeds United FC","Left Winger","24","101.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"136349","Largie Ramazani","Leeds United FC","Left Winger","24","101.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"122231","Isaac Schmidt","Leeds United FC","Left-Back","25","100","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"122231","Isaac Schmidt","Leeds United FC","Left-Back","25","100","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"113262","Brenden Aaronson","Leeds United FC","Attacking Midfield","24","101.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"113262","Brenden Aaronson","Leeds United FC","Attacking Midfield","24","101.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"75284","Ilia Gruev","Leeds United FC","Defensive Midfield","25","100","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"75284","Ilia Gruev","Leeds United FC","Defensive Midfield","25","100","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"74688","Jaka Bijol","Leeds United FC","Centre-Back","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"74688","Jaka Bijol","Leeds United FC","Centre-Back","26","98.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"67978","Joël Piroe","Leeds United FC","Attacking Midfield","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"67978","Joël Piroe","Leeds United FC","Attacking Midfield","26","98.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"65843","Anton Stach","Leeds United FC","Central Midfield","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"65843","Anton Stach","Leeds United FC","Central Midfield","26","98.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"49105","Ao Tanaka","Leeds United FC","Central Midfield","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"49105","Ao Tanaka","Leeds United FC","Central Midfield","26","98.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"31531","Gabriel Gudmundsson","Leeds United FC","Left-Back","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"31531","Gabriel Gudmundsson","Leeds United FC","Left-Back","26","98.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"16058","Noah Okafor","Leeds United FC","Left Winger","25","100","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"16058","Noah Okafor","Leeds United FC","Left Winger","25","100","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"8847","Sebastiaan Bornauw","Leeds United FC","Centre-Back","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"8847","Sebastiaan Bornauw","Leeds United FC","Centre-Back","26","98.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"8203","Sam Byram","Leeds United FC","Right-Back","31","91","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"8203","Sam Byram","Leeds United FC","Right-Back","31","91","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"7974","Daniel James","Leeds United FC","Right Winger","27","97","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"7974","Daniel James","Leeds United FC","Right Winger","27","97","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"7892","Lukas Nmecha","Leeds United FC","Centre-Forward","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"7892","Lukas Nmecha","Leeds United FC","Centre-Forward","26","98.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"7815","Ethan Ampadu","Leeds United FC","Defensive Midfield","24","101.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"7815","Ethan Ampadu","Leeds United FC","Defensive Midfield","24","101.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"5714","Joe Rodon","Leeds United FC","Centre-Back","27","97","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"5714","Joe Rodon","Leeds United FC","Centre-Back","27","97","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"4955","Sean Longstaff","Leeds United FC","Central Midfield","27","97","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"4955","Sean Longstaff","Leeds United FC","Central Midfield","27","97","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"4223","Patrick Bamford","Leeds United FC","Centre-Forward","31","91","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"4223","Patrick Bamford","Leeds United FC","Centre-Forward","31","91","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"4220","Jack Harrison","Leeds United FC","Right Winger","28","95.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"4220","Jack Harrison","Leeds United FC","Right Winger","28","95.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"4184","Jayden Bogle","Leeds United FC","Right-Back","25","100","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"4184","Jayden Bogle","Leeds United FC","Right-Back","25","100","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"4146","Pascal Struijk","Leeds United FC","Centre-Back","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Win"
"4146","Pascal Struijk","Leeds United FC","Centre-Back","26","98.5","537797","Premier League","2025-08-23 17:30:00+01","Arsenal FC","Leeds United FC","5","0","Loss"
"3309","Jordan Pickford","Everton FC","Goalkeeper","31","91","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"3309","Jordan Pickford","Everton FC","Goalkeeper","31","91","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"5316","Billy Crellin","Everton FC","Goalkeeper","25","100","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"5316","Billy Crellin","Everton FC","Goalkeeper","25","100","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"82135","Mark Travers","Everton FC","Goalkeeper","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"82135","Mark Travers","Everton FC","Goalkeeper","26","98.5","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"160451","Harry Tyrer","Everton FC","Goalkeeper","23","103","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"160451","Harry Tyrer","Everton FC","Goalkeeper","23","103","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"265345","Roman Dixon","Everton FC","Defence","20","107.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"265345","Roman Dixon","Everton FC","Defence","20","107.5","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"264281","Harrison Armstrong","Everton FC","Midfield","18","110.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"264281","Harrison Armstrong","Everton FC","Midfield","18","110.5","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"272715","Callum Bates","Everton FC","Midfield","19","109","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"272715","Callum Bates","Everton FC","Midfield","19","109","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"275199","Isaac Heath","Everton FC","Offence","20","107.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"275199","Isaac Heath","Everton FC","Offence","20","107.5","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"275461","Coby Ebere","Everton FC","Offence","19","109","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"275461","Coby Ebere","Everton FC","Offence","19","109","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"180282","Brugui","Levante UD","Offence","28","95.5","544226","La Liga","2025-08-23 20:30:00+01","Levante UD","FC Barcelona","2","3","Loss"
"246476","Adam Aznou","Everton FC","Left-Back","19","109","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"246476","Adam Aznou","Everton FC","Left-Back","19","109","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"244819","Elijah Campbell","Everton FC","Centre-Back","21","106","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"244819","Elijah Campbell","Everton FC","Centre-Back","21","106","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"188082","Youssef Chermiti","Everton FC","Centre-Forward","21","106","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"188082","Youssef Chermiti","Everton FC","Centre-Forward","21","106","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"171995","Thierno Barry","Everton FC","Centre-Forward","25","100","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"171995","Thierno Barry","Everton FC","Centre-Forward","25","100","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"169326","Tim Iroegbunam","Everton FC","Central Midfield","23","103","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"169326","Tim Iroegbunam","Everton FC","Central Midfield","23","103","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"157660","Tyler Onyango","Everton FC","Central Midfield","22","104.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"157660","Tyler Onyango","Everton FC","Central Midfield","22","104.5","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"140269","Carlos Alcaraz","Everton FC","Central Midfield","22","104.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"140269","Carlos Alcaraz","Everton FC","Central Midfield","22","104.5","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"140194","Kiernan Dewsbury Hall","Everton FC","Central Midfield","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"140194","Kiernan Dewsbury Hall","Everton FC","Central Midfield","26","98.5","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"138174","Nathan Patterson","Everton FC","Right-Back","23","103","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"138174","Nathan Patterson","Everton FC","Right-Back","23","103","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"131569","Jake O'Brien","Everton FC","Centre-Back","24","101.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"131569","Jake O'Brien","Everton FC","Centre-Back","24","101.5","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"125044","Beto","Everton FC","Centre-Forward","27","97","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"125044","Beto","Everton FC","Centre-Forward","27","97","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"114120","Jarrad Branthwaite","Everton FC","Centre-Back","23","103","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"114120","Jarrad Branthwaite","Everton FC","Centre-Back","23","103","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"101076","James Garner","Everton FC","Defensive Midfield","24","101.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"101076","James Garner","Everton FC","Defensive Midfield","24","101.5","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"94091","Iliman Ndiaye","Everton FC","Left Winger","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"94091","Iliman Ndiaye","Everton FC","Left Winger","26","98.5","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"16165","Vitalii Mykolenko","Everton FC","Left-Back","26","98.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"16165","Vitalii Mykolenko","Everton FC","Left-Back","26","98.5","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"11623","Dwight McNeil","Everton FC","Attacking Midfield","25","100","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"11623","Dwight McNeil","Everton FC","Attacking Midfield","25","100","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"7836","Séamus Coleman","Everton FC","Right-Back","36","83.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"7836","Séamus Coleman","Everton FC","Right-Back","36","83.5","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"7829","Michael Keane","Everton FC","Centre-Back","32","89.5","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"7829","Michael Keane","Everton FC","Centre-Back","32","89.5","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"3895","Jack Grealish","Everton FC","Left Winger","29","94","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"3895","Jack Grealish","Everton FC","Left Winger","29","94","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
"3627","Idrissa Gana Guèye","Everton FC","Central Midfield","35","85","537794","Premier League","2025-08-18 20:00:00+01","Leeds United FC","Everton FC","1","0","Loss"
"3627","Idrissa Gana Guèye","Everton FC","Central Midfield","35","85","537800","Premier League","2025-08-24 14:00:00+01","Everton FC","Brighton & Hove Albion FC","2","0","Win"
